Publisher,Article,Journal,DOI,Invoice date,Amount paid on APC (incl. VAT),Open Access on pub?,Correct licence on pub?,Access charges on pub?,Open Access?,Correct licence?,Access charges?,Problem-free OA publication
ASCE,Analysis of Structural Health Monitoring Data from Hammersmith Flyover,Journal of Bridge Engineering,10.1061/(ASCE)BE.1943-5592.0000587,"Tuesday, 28 January 14","£1,281.50",Y,Y,N,Y,Y,N,Y
ASM,Nuclear-cytoplasmic partitioning of the Cucumber mosaic virus 2b protein determines the balance between its roles as a virulence determinant and RNA silencing suppressor,Journal of Virology,10.1128/JVI.00284-14 ,"Tuesday, 11 March 14","£1,440.66",N,N,Y,N,N,Y,N
Association for Computing Machinery,Degree Lower Bounds of Tower-Type for Approximating Formulas with Parity Quantifiers,ACM Transactions on Computational Logic,10.1145/2559948,"Wednesday, 12 March 14",£936.43,Y,N,N,Y,N,N,N
BioMed Central,Creating ïobesogenic realitiesÍ; do our methodological choices make a difference when measuring the food environment?,International Journal of Health Geographics,10.1186/1476-072X-12-33,"Monday, 1 July 13","£1,197.30",Y,Y,N,Y,Y,N,Y
BioMed Central,A single mutation in the core domain of the lac repressor reduces leakiness,Microbial Cell Factories,10.1186/1475-2859-12-67,"Monday, 1 July 13","£1,197.30",Y,Y,N,Y,Y,N,Y
BioMed Central,More of the same or a change of scenery? An observational study of variety and frequency of physical activity in British children,BMC Public Health,10.1186/1471-2458-13-761,"Thursday, 15 August 13","£1,375.80",Y,Y,N,Y,Y,N,Y
BioMed Central,What determines the self-rated health of older individuals with stroke compared to other older individuals? A cross-sectional analysis of the Medical Research Council Cognitive Function and Aging Study,BMC Geriatrics,10.1186/1471-2318-13-85,"Wednesday, 28 August 13","£1,314.60",Y,Y,N,Y,Y,N,Y
BioMed Central,Maternal awareness of young children's physical activity: levels and cross-sectional correlates of overestimation,BMC Public Health,10.1186/1471-2458-13-924,"Wednesday, 18 September 13","£1,375.80",Y,Y,N,Y,Y,N,Y
BioMed Central,Magnetic resonance imaging of a randomized controlled trial investigating predictors of recovery following psychological treatment in adolescents with moderate to severe unipolar depression: study protocol for Magnetic Resonance - Improving Mood with Psychoanalytic and Cognitive Therapies (MR-IMPACT),BMC Psychiatry,10.1186/1471-244X-13-247,"Wednesday, 2 October 13","£1,375.80",Y,Y,N,Y,Y,N,Y
BioMed Central,The Drosophila anatomy ontology,Journal of Biomedical Semantics,10.1186/2041-1480-4-32,"Friday, 18 October 13","£1,197.30",Y,Y,N,Y,Y,N,Y
BioMed Central,An analysis of segmentation dynamics throughout embryogenesis in the centipede Strigamia maritima,BMC Biology,10.1186/1741-7007-11-112,"Thursday, 14 November 13","£1,605.30",Y,Y,N,Y,Y,N,Y
BioMed Central,"Socioeconomic status, financial hardship and measured obesity in older adults: a cross-sectional study of the EPIC-Norfolk cohort",BMC Public Health,10.1186/1471-2458-13-1039,"Monday, 4 November 13","£1,375.80",Y,Y,N,Y,Y,N,Y
BioMed Central,ChildrenÍs sedentary behaviour: Descriptive epidemiology and associations with objectively-measured sedentary time.,BMC Public Health,10.1186/1471-2458-13-1092,"Monday, 25 November 13","£1,375.80",Y,Y,N,Y,Y,N,Y
BioMed Central,How do couples influence each otherÍs physical activity behaviours in retirement? An exploratory qualitative study,BMC Public Health,10.1186/1471-2458-13-1197,"Wednesday, 18 December 13","£1,375.80",Y,Y,N,Y,Y,N,Y
BioMed Central,The role of Dichaete in transcriptional regulation during Drosophila embryonic development,BMC Genomics,10.1186/1471-2164-14-861,"Tuesday, 11 March 14","£1,608.00",Y,Y,N,Y,Y,N,Y
BioMed Central,"Bedroom media, sedentary time and screen-time in children: A longitudinal analysis",International Journal of Behavioral Nutrition and Physical Activity,10.1186/1471-2458-13-1092,"Tuesday, 17 December 13","£1,559.40",Y,Y,N,Y,Y,N,Y
BioMed Central,Objectively measured physical activity in four-year-old British children: A cross-sectional analysis of activity patterns segmented across the day,International Journal of Behavioral Nutrition and Physical Activity,10.1186/1479-5868-11-1,"Thursday, 9 January 14","£1,426.80",Y,Y,N,Y,Y,N,Y
BioMed Central,"Thrifty metabolic programming in rats is induced by both maternal and undernutritional and post natal leptin treatment, but masked in the presence of both: implications for models of developmental programming",BMC Genomics,10.1186/1471-2164-15-49,"Tuesday, 21 January 14","£1,375.80",Y,Y,N,Y,Y,N,Y
BioMed Central,How well do modelled routes to school record the environments children are exposed to? A cross-sectional comparison of GIS-modelled and GPS-measured routes to school,International Journal of Health Geographics,10.1186/1476-072X-13-5,"Friday, 14 February 14","£1,197.30",Y,Y,N,Y,Y,N,Y
BioMed Central,"Combined influence of epoch length, cut-point and bout duration on accelerometry-derived physical activity",International Journal of Behavioral Nutrition and Physical Activity,10.1186/1479-5868-11-34,"Monday, 10 March 14","£1,559.40",Y,Y,N,Y,Y,N,Y
BioMed Central,Levels and patterns of objectively-measured physical activity volume and intensity distribution in UK adolescents: the ROOTS study,International Journal of Behavioral Nutrition and Physical Activity,10.1186/1479-5868-11-23,"Monday, 24 February 14","£1,559.40",Y,Y,N,Y,Y,N,Y
BioMed Central,Control Analysis of the Eukaryotyc Cell Cycle using Gene Copy-number Series in yeast Tetraploids,BioMed Genomics,10.1186/1471-2164-14-744,"Thursday, 13 March 14","£1,548.00",Y,Y,N,Y,Y,N,Y
BioMed Central,What do adolescents want in order to become more active?,BMC Public Health,10.1186/1471-2458-13-718,"Monday, 5 August 13","£1,375.80",Y,Y,N,Y,Y,N,Y
BMJ Group,Transient neurological symptoms in the older population: Report of a prospective cohort study - the Medical Research Council Cognitive Function and Ageing (CFAS) Study,BMJ Open,10.1136/bmjopen-2013-003195 ,"Tuesday, 9 July 13","£1,680.00",Y,N,N,Y,Y,N,N
BMJ Group,"Area deprivation, individual socioeconomic status and low vision",Journal of Epidemiology and Community Health,10.1136/jech-2013-203265 ,"Tuesday, 22 October 13","£2,340.00",Y,N,N,Y,Y,N,N
BMJ Group,"The association of cycling with all-cause, cardiovascular and cancer mortality: findings from the population based EPIC-Norfolk cohort",BMJ Open,10.1136/bmjopen-2013-003797 ,"Tuesday, 29 October 13","£1,680.00",Y,N,N,Y,N,N,N
BMJ Group,Change in objectively measured physical activity during the transition to adolescence,British Journal of Sports Medicine,10.1136/bjsports-2013-093190 ,"Tuesday, 5 November 13","£2,340.00",Y,N,N,Y,N,N,N
BMJ Group,"Visual acuity, self-reported vision and falls in the EPIC-Norfolk Eye study.",British Journal of Ophthalmology,10.1136/bjophthalmol-2013-304179 ,"Wednesday, 4 December 13","£2,342.54",Y,Y,N,Y,Y,N,Y
BMJ Group,"Changes in household, transport and recreational physical activity and television viewing time across the transition to retirement: longitudinal evidence from the EPIC-Norfolk cohort",Journal of Epidemiology & Community Health,10.1136/jech-2013-203225 ,"Thursday, 12 December 13","£2,370.37",Y,Y,N,Y,Y,N,Y
CUP,Empirical analysis of legal institutions and institutional change: multiple-methods approaches and their application to corporate governance research,Journal of Institutional Economics,10.1017/S1744137413000349,"Friday, 31 January 14","£1,997.53",Y,Y,N,Y,Y,N,Y
EGU,"Modelling the impact of megacities on local, regional and global tropospheric ozone and the deposition of nitrogen species",Atmospheric Chemistry and Physics Discussions,10.5194/acpd-13-17675-2013,"Thursday, 4 July 13","£1,009.23",Y,Y,N,Y,Y,N,Y
EGU,Estimates of tropical bromoform emissions using an inversion method,Atmospheric Chemistry and Physics Discussions,10.5194/acpd-13-20463-2013,"Tuesday, 6 August 13","£1,001.74",Y,Y,N,Y,Y,N,Y
EGU,Representing ozone extremes in European megacities: the importance of resolution in a global chemistry climate model,Atmospheric Chemistry and Physics Discussions,10.5194/acpd-13-27423-2013,"Wednesday, 23 October 13",£884.90,Y,Y,N,Y,Y,N,Y
EGU,High-resolution modelling of the seasonal evolution of surface water storage on the Greenland Ice Sheet,Cryosphere Discussions,10.5194/tcd-7-6143-2013,"Friday, 20 December 13",£825.76,Y,Y,N,Y,Y,N,Y
FASEB,Maternal diet amplifies the hepatic aging trajectory of Cidea in male mice and leads to the development of fatty liver,FASEB Journal,10.1096/fj.13-242727 ,"Wednesday, 22 January 14","£1,792.97",N,N,Y,N,N,Y,N
FASEB,Nonaggressive and adapted social cognition is controlled by the interplay between noradrenergic and nicotinic receptor mechanisms in the prefrontal cortex ,FASEB Journal,10.1096/fj.13-231084,"Monday, 24 February 14","£1,821.13",N,N,Y,N,N,Y,N
Frontiers,Social modulation of decision-making: a cross-species review,Frontiers in Human Neuroscience,10.3389/fnhum.2013.00301,"Monday, 17 June 13",£219.66,Y,N,N,Y,Y,N,N
Frontiers,The effects of transcription factor competition on gene regulation,Frontiers in Systems Biology,10.3389/fgene.2013.00197,"Tuesday, 17 September 13",£968.07,Y,Y,N,Y,Y,N,Y
Frontiers,Opioidergic and Dopaminergic Manipulation of Gambling Tendencies,Frontiers in Behavioral Neuroscience,10.3389/fnbeh.2013.00138 ,"Monday, 16 September 13",£976.27,Y,Y,N,Y,Y,N,Y
Frontiers,Neural Entrainment to Rhythmic Speech in Children with Developmental Dyslexia,Frontiers in Human Neuroscience,10.3389/fnhum.2013.00777,"Monday, 28 October 13",£776.47,Y,Y,N,Y,Y,N,Y
Frontiers,Does kisspeptin signaling have a role in the testes?,Frontiers in Endocrinology,10.3389/fendo.2013.00198 ,"Friday, 13 December 13",£829.33,Y,Y,N,Y,Y,N,Y
Frontiers,Impaired extraction of speech rhythm from temporal modulation patterns in speech in developmental dyslexia,Frontiers in Human Neuroscience,10.3389/fnhum.2014.00096,"Saturday, 8 February 14",£958.95,Y,Y,N,Y,Y,N,Y
Frontiers,A single GABAergic neuron mediates feedback of odor-evoked signals in the mushroom body of larval Drosophila,Frontiers in Neural Circuits,10.3389/fncir.2014.00035 ,"Sunday, 23 March 14","£1,603.55",Y,Y,N,Y,Y,N,Y
Geological Society of America,Abrupt weakening of the summer monsoon in northwest India ~4100 years ago,Geology,10.1130/G35236.1,24/01/2014,"£1,818.18",Y,Y,N,Y,Y,N,Y
International Society of Behavioral Nutrition and Physical Activity/Biomed central,"Characterising food environment exposure at home, at work, and along commuting journeys using data on adults in the UK",International Journal of Behavioral Nutrition and Physical Activity,10.1186/1479-5868-10-85,"Wednesday, 19 June 13","£1,426.80",Y,Y,N,Y,Y,N,Y
IOPScience,Fabricating large-area metallic woodpile photonic crystals using stacking and rolling,Nanotechnology,10.1088/0957-4484/24/30/305301,"Monday, 30 September 13","£2,040.00",Y,Y,N,Y,Y,N,Y
IOPScience,Adult rat retinal ganglion cells and glia can be printed by piezoelectric inkjet printing,Biofabrication,10.1088/1758-5082/6/1/015001,"Friday, 14 March 14","£2,040.00",Y,Y,N,Y,Y,N,Y
IOPScience,"Resonant ultrasonic spectroscopy and resonant piezoelectric spectroscopy in ferroelastic lead phosphate, Pb3(PO4)2",Journal of Physics: Condensed Matter,10.1088/0953-8984/25/46/465401,"Thursday, 28 November 13","£2,040.00",Y,Y,N,Y,Y,N,Y
IOPScience,Elastic anomalies associated with structural and magnetic phase transitions in single crystal hexagonal YMnO3,Journal of Physics: Condensed Matter,10.1088/0953-8984/26/4/045901,"Tuesday, 21 January 14","£2,040.00",Y,N,N,Y,N,N,N
ISBNPA/Biomed Central,Synthesising evidence for equity impacts of population-based physical activity interventions: a pilot study,International Society for Behavioural Nutrition and Physical Activity,10.1186/1479-5868-10-76,"Thursday, 13 June 13","£1,375.80",Y,Y,N,Y,Y,N,Y
Maney,Material needs for turbine sealing at high temperature,Materials Science and Technology,10.1179/1743284714Y.0000000527,"Monday, 3 March 14","£1,500.00",N,N,Y,N,N,Y,N
"Mary Ann Liebert, Inc. publishers",Lactate uptake by the injured human brain - evidence from an arterio-venous gradient and cerebral microdialysis study,Journal of Neurotrauma,10.1089/neu.2013.2947,"Thursday, 7 November 13","£2,415.09",Y,Y,N,Y,Y,N,Y
"Mary Ann Liebert, Inc. publishers",Oral coenzyme Q10 supplementation does not prevent cardiac alterations during a high altitude trek to Everest Base Camp,High Altitude Medicine and Biology,10.1089/ham.2013.1053,"Friday, 31 January 14","£2,319.12",Y,N,N,Y,N,N,N
MDPI,What do we need to know to enhance the environmental sustainability of agricultural production? A prioritisation of knowledge needs for the UK food system,Sustainability,10.3390/su5073095,"Monday, 15 July 13",£653.06,Y,Y,N,Y,Y,N,Y
MDPI,Monodisperse w/o/w double emulsion droplets as uniform compartments for high-throughput analysis via flow cytometry,Micromachines,10.3390/mi4040402,"Thursday, 21 November 13",£408.16,Y,Y,N,Y,Y,N,Y
NPG,Identification of novel modifiers of A_ toxicity by transcriptomic analysis in the fruitfly,Scientific Reports,10.1038/srep03512,"Thursday, 5 December 13","£1,068.00",Y,Y,N,Y,Y,N,Y
NPG,Serum levels of mature microRNAs in DICER1-mutated pleuropulmonary blastoma,Oncogenesis,10.1038/oncsis.2014.1,"Friday, 17 January 14","£3,120.00",Y,Y,N,Y,Y,N,Y
OUP,Triggering of microearthquakes in Iceland by volatiles released from a dyke intrusion,Geophysical Journal International,10.1093/gji/ggt184,"Friday, 16 August 13","£1,800.00",Y,Y,N,Y,Y,N,Y
OUP,"Crystal-Melt Relationships and the Record of Deep Mixing and Crystallisation in the AD 1783 Laki Eruption, Iceland",Journal of Petrology,10.1093/petrology/egt027,"Thursday, 25 July 13","£1,750.00",Y,Y,N,Y,Y,N,Y
OUP,TIMBAL v2: Update of a database holding small molecules modulating protein-protein interactions,Database,10.1093/database/bat039,"Wednesday, 24 July 13",£800.00,Y,Y,N,Y,Y,N,Y
OUP,Extreme-mass-ratio-bursts from extragalactic sources,Monthly Notices of the Royal Astronomical Society,10.1093/mnras/stt990,"Monday, 15 July 13","£1,740.00",Y,Y,N,Y,Y,N,Y
OUP,Biological sex affects the neurobiology of autism,Brain,10.1093/brain/awt216,"Monday, 8 July 13","£2,400.00",Y,Y,N,Y,Y,N,Y
OUP,Disequilibrium dihedral angles in layered intrusions: a microstructural record of fractionation,Journal of Petrology,10.1093/petrology/egt041,"Monday, 8 July 13","£2,100.00",Y,Y,N,Y,Y,N,Y
OUP,In Vitro Affinity Screening of Protein and Peptide Binders by Megavalent Bead Surface Display (BeSD),"Protein Engineering, Design and Selection",10.1093/protein/gzt039,"Monday, 22 July 13","£2,100.00",Y,Y,N,Y,Y,N,Y
OUP,Proteins that contain a functional Z-DNA binding domain localize to cytoplasmic stress granules,Nucleic Acids Research,10.1093/nar/gkt750,"Thursday, 8 August 13",£852.00,Y,Y,N,Y,Y,N,Y
OUP,The Demand and Supply of External Finance for Innovative Firms,Industrial and Corporate Change,10.1093/icc/dtt020,"Tuesday, 10 September 13","£2,400.00",Y,Y,N,Y,Y,N,Y
OUP,Longitudinal association of C-reactive protein and lung function over 13 years: the EPIC-Norfolk study,American Journal of Epidemiology,10.1093/aje/kwt208,"Friday, 23 August 13","£2,040.00",Y,N,N,Y,N,N,N
OUP,Risk-Sensitive Decision-Making in Patients with Posterior Parietal and Ventromedial Prefrontal Cortex Injury,Cerebral Cortex,10.1093/cercor/bht197,"Tuesday, 22 October 13","£2,550.00",Y,N,N,Y,N,N,N
OUP,Coalescence Microseismic Mapping,Geophysical Journal International,10.1093/gji/ggt331,"Monday, 19 August 13","£1,800.00",Y,Y,N,Y,Y,N,Y
OUP,Expectations for extreme-mass-ratio bursts from the Galactic Centre,MNRAS,10.1093/mnras/stt1543,"Thursday, 15 August 13","£1,740.00",Y,Y,N,Y,Y,N,Y
OUP,The 11 August 2012 Ahar earthquakes: consequences for tectonics and earthquake hazard in the Turkish-Iranian Plateau,Geophysical Journal International,10.1093/gji/ggt379,"Wednesday, 18 September 13","£1,800.00",Y,Y,N,Y,Y,N,Y
OUP,Prevalence and properties of mecC methicillin-resistant Staphylococcus aureus (MRSA) in bovine bulk tank milk in Great Britain,Journal of Antimicrobial Chemotherapy,10.1093/jac/dkt417,"Friday, 27 September 13","£2,400.00",Y,Y,N,Y,Y,N,Y
OUP,Novel mutations in penicillin-binding protein genes in clinical Staphylococcus aureus isolates that are methicillin-resistant on susceptibility testing but lack the mec gene,Journal of Antimicrobial Chemotherapy,10.1093/jac/dkt418,"Tuesday, 12 November 13","£2,400.00",Y,Y,N,Y,Y,N,Y
OUP,"A positron emission tomography study of nigro-striatal dopaminergic mechanisms underlying attention:
implications for ADHD and its treatment",Brain,10.1093/brain/awt263,"Tuesday, 22 October 13","£2,429.00",Y,Y,N,Y,Y,N,Y
OUP,Constraining fault friction by re-examining earthquake nodal plane dips,Geophysical Journal International,10.1093/gji/ggt427,"Friday, 11 October 13","£1,800.00",Y,Y,N,Y,Y,N,Y
OUP,"Over-adjustment in regression analyses: considerations when evaluating relationships between body mass index, muscle strength and body size","Journals of Gerontology, Series A",10.1093/gerona/glt186,"Tuesday, 19 November 13","£2,550.00",Y,N,N,Y,Y,N,N
OUP,Prevalence and characterisation of human mecC MRSA isolates in England,Journal of Antimicrobial Chemotherapy,10.1093/jac/dkt462,"Wednesday, 30 October 13","£2,400.00",Y,Y,N,Y,Y,N,Y
OUP,A novel hybrid SCCmec-mecC region in Staphyloccus sciuri,Journal of Antimicrobial Chemotherapy,10.1093/jac/dkt452,"Tuesday, 12 November 13","£2,400.00",Y,Y,N,Y,Y,N,Y
OUP,Imaging the lithosphere beneath NE Tibet: Teleseismic P- and S- body wave tomography incorporating surface wave starting models,Geophysical Journal International,10.1093/gji/ggt476,"Thursday, 9 January 14","£1,800.00",Y,Y,N,Y,Y,N,Y
OUP,Mass-spectrometry based spatial proteomics data analysis using pRoloc and pRolocdata,Bioinformatics,10.1093/bioinformatics/btu013,"Thursday, 9 January 14","£1,020.00",Y,Y,N,Y,Y,N,Y
OUP,Rapid single colony whole-genome sequencing of bacterial pathogens,Journal of Antimicrobial Chemotherapy,10.1093/jac/dkt494,"Friday, 6 December 13","£2,400.00",Y,Y,N,Y,Y,N,Y
OUP,The alpha isoform of topoisomerase II is required for hypercompaction of mitotic chromosomes in human cells,Nucleic Acids Research,10.1093/nar/gku076,"Wednesday, 15 January 14",£852.00,Y,Y,N,Y,Y,N,Y
OUP,Physical constraints determine the logic of bacterial promoter architectures,Nucleic Acids Research,10.1093/nar/gku078,"Wednesday, 15 January 14",£852.00,Y,Y,N,Y,Y,N,Y
OUP,A reassessment of outer-rise seismicity and its implications for the mechanics of oceanic lithosphere,Geophysical Journal International,10.1093/gji/ggu013,"Tuesday, 14 January 14","£1,800.00",Y,Y,N,Y,Y,N,Y
OUP,Postseismic afterslip thirty years after the 1978 Tabas-e-Golshan (Iran) earthquake: observations and implications for the geological evolution of thrust belts,Geophysical Journal International,10.1093/gji/ggu023,"Tuesday, 21 January 14","£1,800.00",Y,Y,N,Y,Y,N,Y
OUP,Daytime napping and the risk of all-cause and cause-specific mortality: a 13-year follow up of a British population,American Journal of Epidemiology,10.1093/aje/kwu036,"Tuesday, 18 February 14","£2,550.00",Y,Y,N,Y,Y,N,Y
PLoS,Incidence and characterisation of methicillin-resistant Staphylococcus aureus (MRSA) from nasal colonisation in participants attending a cattle veterinary conference in the UK,PLoS ONE,10.1371/journal.pone.0068463,"Wednesday, 5 June 13","£1,045.16",Y,Y,N,Y,Y,N,Y
PLoS,Functionally different pads on the same foot allow control of attachment: stick insects have load-sensitive ñheelî pads for friction and shear-sensitive ñtoeî pads for adhesion,PLoS ONE,10.1371/journal.pone.0081943,"Tuesday, 29 October 13","£1,012.50",Y,Y,N,Y,Y,N,Y
PLoS,Making sense of a new transport system: an ethnographic study of the Cambridgeshire Guided Busway,PLoS ONE,10.1371/journal.pone.0069254,"Thursday, 13 June 13","£1,072.85",Y,Y,N,Y,Y,N,Y
PLoS,Regulation of RNA-Dependent RNA Polymerase 1 and Isochorismate Synthase Gene Expression in Arabidopsis,PLoS ONE,10.1371/journal.pone.0066530,"Thursday, 11 July 13",£900.00,Y,Y,N,Y,Y,N,Y
PLoS,The influence of transcription factor competition on the relationship between occupancy and affinity,PLoS ONE,10.1371/journal.pone.0073714,"Thursday, 1 August 13","£1,058.82",Y,Y,N,Y,Y,N,Y
PLoS,Human cytomegalovirus latency-associated proteins elicit immune-suppressive IL-10 producing CD4+ T cells,PLoS Pathogens,10.1371/journal.ppat.1003635,"Friday, 6 September 13","£1,723.92",Y,Y,N,Y,Y,N,Y
PLoS,Genome-wide and cell-specific epigenetic analysis challenges the role of Polycomb in Drosophila spermatogenesis,PLoS Genetics,10.1371/journal.pgen.1003842,"Monday, 19 August 13","£1,719.75",Y,Y,N,Y,Y,N,Y
PLoS,Evolution of chloroplast transcript processing in Plasmodium and its chromerid algal relatives,PLoS Genetics,10.1371/journal.pgen.1004008,"Thursday, 24 October 13","£1,687.50",Y,Y,N,Y,Y,N,Y
PLoS,The development of the mental representation of fraction magnitude,PLoS ONE,10.1371/journal.pone.0080016,"Tuesday, 8 October 13",£993.87,Y,Y,N,Y,Y,N,Y
PLoS,A trio of viral proteins tunes aphid-plant interactions in Arabidopsis thaliana,PLoS ONE,10.1371/journal.pone.0083066,"Monday, 11 November 13","£1,018.87",Y,Y,N,Y,Y,N,Y
PLoS,Neuregulin and BDNF induce a switch to NMDA receptor dependent myelination by oligodendrocytes,PLoS Biology,10.1371/journal.pbio.1001743,"Wednesday, 13 November 13","£2,161.49",Y,Y,N,Y,Y,N,Y
PLoS,Comparison of the EPIC Physical Activity Questionnaire with combined heart rate and movement sensing in a nationally representative sample of older British adults,PLoS ONE,10.1371/journal.pone.0087085,"Thursday, 26 December 13",£987.80,Y,Y,N,Y,Y,N,Y
PLoS,Physical activity maintenance in the transition to adolescence: a longitudinal study of the roles of sport and lifestyle activities in British youth,PLoS ONE,10.1371/journal.pone.0089028,"Friday, 28 February 14",£905.50,Y,Y,N,Y,Y,N,Y
PLoS,The Indole Pulse: A new perspective on indole signalling in Escherichia coli,PLoS ONE,10.1371/journal.pone.0093168,"Monday, 3 March 14",£974.32,Y,Y,N,Y,Y,N,Y
PLoS,Characterisation of FUT4 and FUT6 _-(1_2)-Fucosyltransferases Reveals that Absence of Root Arabinogalactan Fucosylation Increases Arabidopsis Root Growth Salt Sensitivity ,PLoS ONE,10.1371/journal.pone.0093291,"Wednesday, 5 March 14",£972.16,Y,Y,N,Y,Y,N,Y
PNAS,Structural basis of Vps33A recruitment to the human HOPS complex by Vps16 ,Proceedings of the National Academy of Sciences,10.1073/pnas.1307074110,"Wednesday, 25 September 13",£781.40,Y,N,N,Y,N,N,N
Portland Press,Evolutionary conserved structural changes in phosphatidylinositol 5-phosphate 4-kinase (PI5P4K) isoforms are responsible for differences in enzyme activity and localisation,Biochemical Journal,10.1042/BJ20130488,"Sunday, 14 July 13","£1,800.00",Y,Y,N,Y,Y,N,Y
Royal College of General Practitioners,Change in cardiovascular risk factors following early diagnosis of type 2 diabetes,British Journal of General Practice,10.3399/bjgp14X677833 ,"Thursday, 30 January 14","£2,040.00",Y,Y,N,Y,Y,N,Y
Royal Society Publishing,Analysing photonic structures in plants,Journal of the Royal Society Interface,10.1098/rsif.2013.0394,"Wednesday, 21 August 13","£1,260.00",Y,Y,N,Y,Y,N,Y
Royal Society Publishing,Social competition and selection in males and females,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",10.1098/rstb.2013.0074,"Friday, 20 September 13","£1,260.00",Y,Y,N,Y,Y,N,Y
Royal Society Publishing,Direct visualisation of carbon dioxide adsorption in gate-opening zeolitic imidazolate framework ZIF-7,Journal of Materials Chemistry A,10.1039/C3TA13981F,"Friday, 29 November 13","£1,020.00",Y,Y,N,Y,Y,N,Y
Royal Society Publishing,GluN2A and GluN2B subunit-containing NMDA receptors in hippocampal plasticity,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",10.1098/rstb.2013.0163 ,"Sunday, 20 October 13","£1,620.00",Y,Y,N,Y,Y,N,Y
Royal Society Publishing,Surface contact and design of fibrillar ïfriction padsÍ in stick insects (Carausius morosus): mechanisms for large friction coefficients and negligible adhesion,Journal of the Royal Society Interface, 10.1098/_rsif.2014.0034 ,"Friday, 10 January 14","£1,260.00",Y,Y,N,Y,Y,N,Y
Royal Society Publishing,Can male Eurasian jays disengage from their own current desire to feed the female what she wants?,Biology Letters,10.1098/rsbl.2014.0042 ,"Wednesday, 5 March 14","£1,260.00",Y,Y,N,Y,Y,N,Y
RSC,"Reactions of Cp2M (M = Ni, V) with Dilithium Diamido-aryl Reagents; Retention and Oxidation of the Transition Metal Ions",Dalton Transactions,10.1039/C3DT51632F,"Wednesday, 28 August 13","£1,632.00",Y,Y,N,Y,Y,N,Y
RSC,RYB Tri-Colour Electrochromism based on a Molecular Cobaloxime,Chemical Communications,10.1039/C3CC45881D,"Friday, 13 September 13","£1,020.00",Y,N,N,Y,Y,N,N
RSC,"Synthesis, Structure and Reactivity of Ni Site Models of [NiFeSe] Hydrogenases",Dalton Transactions,10.1039/C3DT52967C ,"Monday, 13 January 14","£1,632.00",Y,Y,N,Y,Y,N,Y
Society for General Microbiology,Expression of the herpes simplex virus type-1 latency associated transcripts does not influence latency establishment of virus mutants deficient for neuronal replication.,Journal of General Virology,10.1099/vir.0.056176-0 ,"Monday, 21 October 13","£2,100.00",Y,Y,N,Y,Y,N,Y
Society for General Microbiology,Loss of memory CD4+ T-cells in semi-wild Mandrills (Mandrillus sphinx) naturally infected with SIVmnd-1,Journal of General Virology,10.1099/vir.0.059808-0,Undated,"£2,100.00",Y,Y,N,Y,Y,N,Y
Society for General Microbiology,Interference with jasmonic acid-regulated gene expression is a general property of viral suppressors of RNA silencing but only partly explains virus-induced changes in plant-aphid interactions,Journal of General Virology,10.1099/vir.0.060624-0 ,Undated,"£2,100.00",Y,Y,N,Y,Y,N,Y
Society for General Microbiology,Domains of the cucumber mosaic virus 2b silencing suppressor protein affecting inhibition of salicylic acid-induced resistance and priming of salicylic acid accumulation during infection,Journal of General Virology,10.1099/vir.0.063461-0,"Thursday, 20 March 14","£2,100.00",Y,N,N,Y,N,N,N
Springer,Molecular pathogenesis of hepatic adenomas: implications for surgical therapy,Journal of Gastrointestinal Surgery,10.1007/s11605-013-2274-6,"Tuesday, 24 September 13","£2,240.48",Y,N,N,Y,N,N,N
Springer,Did I turn off the gas? Reality monitoring of everyday actions,"Cognitive, Affective, and Behavioral Neuroscience",10.3758/s13415-013-0189-z,"Monday, 16 September 13","£2,237.78",Y,N,N,Y,Y,N,N
Springer,Behavioural coordination of dogs in a cooperative problem solving task with a conspecific and a human partner,Animal Cognition,10.1007/s10071-013-0676-1,"Wednesday, 4 September 13","£2,218.49",Y,Y,N,Y,Y,N,Y
Springer,on transporters in brain endothelial cells that contribute to formation of brain interstitial fluid,PflÙgers Archiv European Journal of Physiology,10.1007/s00424-013-1342-9,"Thursday, 17 October 13","£2,256.41",Y,Y,N,Y,Y,N,Y
Springer,Enzyme activity of the PIP4K2A gene product polymorphism that is implicated in schizophrenia,Psychopharmacology,10.1007/s00213-013-3299-y,"Monday, 21 October 13","£2,237.29",Y,N,N,Y,Y,N,Y
Springer,Validity of thermally driven small-scale ventilated filling box models,Experiments in Fluids,10.1007/s00348-013-1613-4,"Tuesday, 29 October 13","£2,237.29",Y,N,N,Y,N,N,N
Springer,The importance of health co-benefits in macroeconomic assessments of UK Greenhouse Gas emission reduction strategies,Climatic Change,10.1007/s10584-013-0881-6,"Wednesday, 11 December 13","£2,237.29",Y,N,N,Y,N,N,N
Springer,The Centre for Speech Language and the Brain (CSLB) Concept Property Norms,Behavior Research Methods,10.3758/s13428-013-0420-4,"Monday, 20 January 14","£2,181.82",Y,N,N,Y,Y ,N,N
Springer,Increasing objectively measured sedentary time increases clustered cardiometabolic risk: a 6 year analysis of the ProActive study,Diabetologia,10.1007/s00125-013-3102-y,"Sunday, 19 January 14","£2,253.49",Y,Y,N,Y,Y,N,Y
